model,pozitsiya,narx,yil,km,yonilgi,kraska,rang,hudud,posted_date
#Malibu 1,3,"14,000$",2013,92.000,Benzin + Metan 4 pok ,,Qora,,2025-03
#Spark ,"Avtomat,","5,500$",2015,192.400,Benzin + Metan ,,Oq,,2025-03
#Cobalt ,4,"12,500$",2025,0,Benzin ,,Oq,,2025-03
#Captiva ,3,"11,500$",2011,247.000,Benzin + Metan ,,Oq,,2025-03
#Gentra ,1,"9,000$",2015,127.000,Benzin  ,,Delfin,,2025-03
#Onix ,Redline,"14,500$",2024,21.000,Benzin  ,,Qora,,2025-03
#Onix,1,"11,900$",2023,9.000,Benzin  ,,Qora,Qashqadaryo,2025-03
#Lacetti 1.8L,2,"6,200$",2009,410.000,Benzin + Metan ,,Oq,Namangan,2025-03
#Tracker 2,Premier,"16,500$",2023,33.400,Benzin Propan  ,,Qora,,2025-03
#Matiz,1,"3,200$",2012,206.000,Benzin Gaz  ,,Oq,,2025-03
#Damas,2,"5,800$",2020,43.000,Benzin Gaz  ,,Oq,,2025-03
#Cobalt ,4,"11,400$",2023,58.285,Benzin propan ,,Oq,,2025-03
#Kia K5,Comfort,"23,150$",2023,10.500,Benzin  ,,Oq,,2025-03
#Malibu 2,Premier,"23,300$",2020,62.000,Benzin  ,,Qora,Andijon,2025-03
#Spark ,4,"8,600$",2019,70.000,Benzin  ,,Choco,,2025-03
#Damas ,2,"7,300$",2024,13.000,Benzin Gaz  ,,Oq,Andijon,2025-03
#Jetaur x70,Full,,2023,33.000,Benzin  ,,Qora,Toshkent,2025-03
#Cobalt ,4,"12,800$",2025,0,Benzin  ,,Oq,,2025-03
#Gentra ,3,"15,000$",2022,13.200,Benzin  ,,Qora,Qashqadaryo,2025-03
#Gentra ,3,"8,500$",2018,150.000,Benzin  ,,Mokriy,Toshkent,2025-03
#Tracker 2,LTZ,"15,900$",2023,27.000,Benzin ,,Qora,Jizzax,2025-03
#Gentra ,3,"9,200$",2015,114.000,Benzin Gaz ,,Oq,Andijon,2025-03
#Nexia 3,2,"10,200$",2022,10.000,Benzin  ,,Mokiry,Toshkent,2025-03
#Gentra ,Style,"15,200$",2023,19.800,Benzin ,,Qora,Toshkent,2025-03
#Tracker 1,A/T,"11,500$",2019,77.850,Benzin + Gaz 4 pok ,,Oq,Andijon,2025-03
#Cobalt ,Avtomat,"11,200$",2021,74.000,Benzin + Propan 90L 4 pok ,,Oq,Andijon,2025-03
#Nexia 2,1.6L,"4,600$",2013,227.000,Benzin ,,Oq,Toshkent,2025-03
#Matiz ,Polu,"2,900$",2007,388.000,Benzin ,,Oq,,2025-03
#Jac,Mexanika,"20,000$",2024,67.000,Benzin Gaz ,,Qora,,2025-03
#Gentra ,1,"8,800$",2014,250.000,Benzin + Gaz ,,Mokriy,,2025-03
#Tracker 1,Avtomat,"13,500$",2018,54.000,Benzin ,,Qora,,2025-03
#Nexia 2,Dons,"5,500$",2016,190.000,Benzin + Gaz ,,Oq,,2025-03
#Spark 1.L,2,"5,700$",2012,150.000,Benzin ,,Marokanskiy,,2025-03
#Nexia 3,4,"9,800$",2021,111.000,Benzin + Propan ,,Oq,,2025-03
#Gentra ,2,"11,500$",2022,83.000,Benzin + Metan 4 pok ,,Oq,,2025-03
#Nexia 3,Avtomat,"9,100$",2019,65.500,Benzin ,,Mokriy,Toshkent,2025-03
#Gentra ,Mexanika,"10,500$",2019,40.000,Benzin ,,Qora,,2025-03
#Spark ,Ravon,"8,800$",2020,39.000,Benzin + Gaz ,,Malochniy,,2025-03
#Lacetti,3,"8,200$",2010,230.000,Benzin + Propan ,,Oq,,2025-03
#Nexia 3,4,"9,900$",2022,62.000,Benzin ,,Qora,,2025-03
#Cobalt ,2,"7,300$",2018,184.000,Benzin + Gaz ,,Mokriy,,2025-03
#Cobalt ,4,"12,450$",2025,0,Benzin ,,Oq,,2025-03
#Spark ,4,"10,000$",2021,37.500,Benzin ,,Oq,Toshkent,2025-03
#Cobalt ,4,"11,600$",2023,63.000,Benzin + Metan 4 pok ,,Oq,,2025-03
#Spark ,3,"5,500$",2017,206.000,Benzin + Gaz 4 pok ,,Oq,,2025-03
#Tracker 2,3,"16,500$",2023,25.000,Benzin + Propan ,,Oq,,2025-03
#Cobalt ,4,"12,000$",2024,38.000,Benzin metan 4 pok ,,Oq,Toshkent ,2025-03
#Cobalt ,2,"9,700$",2018,92.000,Benzin propan euro ,,Oq,,2025-03
#Gentra ,Mexanika,"13,400$",2023,32.000,Benzin gaz 4 pok ,,Darkmoon,,2025-03
#Cobalt ,4,"10,700$",2021,34.000,Benzin ,,Oq,,2025-03
#Cobalt ,4,"12,500$",2024,216,Benzin  ,,Oq,,2025-03
#Cobalt ,4,"12,600$",2024,22.500,Benzin + Propan ,,Oq,Toshkent,2025-03
#Cobalt ,4,"11,000$",2022,49.000,Benzin Propan Gaz  ,,Rasmda,,2025-03
#Cobalt ,4,"11,000$",2022,55.200,Benzin ,,Oq,Toshkent ,2025-03
#Lacetti ,1,"7,500$",2012,248.000,Benzin Gaz ,,Qora,,2025-03
#Lacetti 1/8,1,"6,600$",2011,209.000,Benzin gaz  ,,Oq,,2025-03
#Gentra ,3,"10,800$",2020,77.000,Benzin  ,,Mokriy,Toshkent,2025-03
#Spark ,2,"5,950$",2013,40.000,Benzin  ,,Oq,,2025-03
#Damas ,2,"7,100$",2023,2.100,Benzin  ,,Oq,,2025-03
#Cobalt ,4,"10,500$",2020,71.000,Benzin ,,Temnokorechneviy,,2025-03
#Gentra ,1,"10,350$",2015,120.000,Benzin gaz 4 pok ,,Oq,,2025-03
#Gentra ,3,"8,200$",2014,261.000,Benzin gaz 4 pok ,25%,Mokriy,Farg'ona Marg'ilon,2025-03
#Damas ,2,"7,100$",2024,4.200,Benzin  ,,Oq,,2025-03
#Jetour x70 plus,Full,"24,500$",2023,19.000,Benzin  ,,Qora,,2025-03
#Cobalt ,4,"11,100$",2022,70.000,Benzin metan 4 pok ,,Oq,,2025-03
#Cobalt ,GX-MIDNIGHT,"12,800$",2025,1.800,Benzin ,,Oq,Toshkent,2025-03
#Lacetti,3,"9,000$",2018,240.000,Benzin Metan ,,Mokriy,,2025-03
#Malibu 1,2,"12,500$",2013,285.000,Benzin Propan ,,Qora,,2025-03
#Malibu 1,2,"12,000$",2013,280.000,Benzin  ,,Oq,,2025-03
#Nexia 2,1,"7,000$",2017,168.000,Benzin Propan ,,Delfin,,2025-03
#Onix ,Redline,"16,000$",2025,5.000,Benzin ,,Qora,,2025-03
#Tracker ,Premier,"17,000$",2023,8.200,Benzin  ,,Qora,,2025-03
#Gentra ,3,"9,000$",2018,180.000,Benzin Gaz ,,Choco,Namangan,2025-03
#Damas ,2,"7,000$",2024,11.000,Benzin Metan ,,Qaymoq,Toshkent,2025-03
#Onix,4,"12,900$",2023,21.000,Benzin ,,"Serebrestiy,",,2025-03
#Spark ,4,"10,200$",2022,48.000,Benzin ,,Oq,Farg'ona,2025-03
#Gentra ,4,"11,000$",2019,87.000,Benzin ,,Mokriy,,2025-03
#Nexia 3,Mexanika,"8,000$",2020,118.000,Benzin + Gaz ,,Oq,,2025-03
#Toyota Land Cruiser 300 ,70,"81,000$",2022,28.500,Benzin ,,Qora,,2025-03
#Cobalt ,4,"12,700$",2024,22.500,Benzin + Propan ,,Oq,Toshkent,2025-03
#Cobalt ,1,"6,900$",2015,210.000,Benzin ,,Qora,,2025-03
#Nexia 3,3,"8,500$",2017,212.000,Benzin + Metan ,,Oq,,2025-03
#Damas ,2,"6,700$",2022,71.000,Benzin + Metan Gaz ,,Oq,,2025-03
#Damas ,2,"7,400$",2024,18.800,Benzin + Metan ,,Oq,Andijon,2025-03
#Cobalt ,2,"10,200$",2021,81.000,Benzin + Gaz ,,Oq,,2025-03
#Nexia 2,3,"4,500$",2008,500.000,Benzin + Gaz ,,Qora,Toshkent viloyati,2025-03
#Matiz,Best,"4,200$",2012,173.000,Benzin ,,Oq,Farg'ona Qo'qon,2025-03
#Kia Sportej ,2,"32,000$",2023,5.500,Benzin + Propan  ,,Qora,,2025-03
#Gentra ,Full,"14,000$",2023,13.600,Benzin ,,Oq,Toshkent,2025-03
#Cobalt ,Mexanika,"10,500$",2023,33.000,Benzin ,,Oq,,2025-03
#Gentra ,3,"13,560$",2022,29.000,Benzin + Metan Gaz 4 pok ,,Oq,Samarqand,2025-03
#Cobalt ,4,"11,400$",2023,25.000,Benzin + Metan 4 pok ,,Oq,,2025-03
#Nexia 3,2,"7,500$",2017,153.000,Benzin + Metan Gaz 4 pok ,,Oq,,2025-03
#Cobalt ,4,"12,700$",2024,15.000,Benzin + Propan ,,Dark,,2025-03
#Damas ,Deluxe,"7,800$",2024,11.300,Benzin + Metan ,,Oq,Toshkent viloyati,2025-03
#Cobalt ,2,"8,700$",2019,129.910,Benzin ,,Oq,,2025-03
#Cobalt ,4,"12,500$",2024,13.000,Benzin ,,Oq,Toshkent viloyati,2025-03
#Cobalt , 🔄Kraska:,"10,500$",2020,99.000,Benzin + Metan ,,Oq,Farg'ona,2025-03
#Nexia 3,4,"9,700$",2020,30.000,Benzin ,,Oq,Toshkent,2025-03
#Cobalt ,2,"11,200$",2021,29.100,Benzin + Metan Gaz 4 pok ,,Oq,Namangan,2025-03
#Matiz,Best,"3,200$",2007,155.000,Benzin ,20%,Oq,,2025-03
#Tracker 2,Premier,"17,000$",2023,7.500,Benzin + Propan 4 pok ,,Qora,,2025-03
#Tracker 2,LS,"15,500$",2023,23.650,Benzin + Gaz ,,Qora,,2025-03
#Onix,6,"15,000$",2024,3.500,Benzin ,,Oq,,2025-03
#Cobalt ,1,"8,100$",2013,237.800,Benzin + Metan ,,Oq,Jizzax,2025-03
#Nexia 3,2,"9,000$",2019,65.000,Benzin  ,,Oq,,2025-03
#Cobalt ,4,"11,700$",2023,36.000,Benzin metan 4 pok ,,Mokriy,,2025-03
#Spark ,1,"6,000$",2013,130.000,Benzin  ,,Delfin,,2025-03
#Cobalt ,4,"11,200$",2021,107.000,Benzin metan ,,Oq,Jizzax,2025-03
#Matiz ,Best,"3,400$",2008,250.000,Benzin  ,,Shampanskoe,Samarqand,2025-03
#Tracker 2,Premier,"17,700$",2023,12.300,Benzin ,,Qora,Toshkent,2025-03
#Cobalt ,4,"10,300$",2020,98.000,Benzin Gaz ,,Mokriy,,2025-03
#Gentra ,3,"12,500$",2021,46.000,Benzin Propan ,,Oq,,2025-03
#Nexia 3,Avtomat,"8,500$",2017,180.000,Benzin Gaz 4 pok ,,Oq,Sirdaryo,2025-03
#Tracker 2 Xitoy,Premier,"15,700$",2021,105.000,Benzin  ,,Tyomniy,,2025-03
#Nexia 3,2,"10,000$",2020,65.000,Benzin metan ,,Oq,,2025-03
#Cobalt ,4,"12,700$",2024,13.300,Benzin Propan  ,,Oq,Toshkent,2025-03
#Cobalt ,4,"9,300$",2019,125.000,Benzin ,,Mokriy,Toshkent,2025-03
#BYD Champion Song plus 605,3,"27,500$",2025,0,Electro ,,Oq,,2025-03
#Captiva ,2/3,"12,800$",2011,"188,400",Benzin  + Metan 4 pok ,,Oq,Toshkent,2025-03
#Spark,1,"5,000$",2012,440.000,Benzin + Metan ,,Oq,,2025-03
#Spark ,2,"7,500$",2019,108.000,Benzin + Metan 4 pok ,,Oq,Farg'ona,2025-03
#Gentra ,3,"14,000$",2022,24.000,Benzin + Metan 4 pok ,,Oq,Namangan,2025-03
#Lada Xray Cross,6,"9,500$",2021,185.000,Benzin + Metan 4 pok ,,Oq,Namangan,2025-03
#Spark ,2,"8,500$",2023,42.000,Benzin ,,Oq,,2025-03
#Matiz,2,"4,000$",2009,250.000,Benzin ,,Oq,,2025-03
#Tracker 2,2,"15,700$",2024,7.000,Benzin + Propan 4 pok ,,Qora,,2025-03
#Onix,4,"12,950$",2023,32.000,Benzin + Propan Gaz ,,Oq,Samarqand,2025-03
#Cobalt ,4,"11,200$",2021,82.000,Benzin + Propan ,,Oq,,2025-03
#Cobalt ,4,"11,400$",2022,40.000,Benzin + Propan ,,Oq,,2025-03
#Nexia 2,3,"6,200$",2010,270.000,Benzin + Propan ,,Gan,,2025-03
#Nexia 2,3,"6,000$",2015,166.000,Benzin Metan  ,,Rasmda,,2025-03
#Cobalt ,4,"10,700$",2020,106.000,Benzin ,,Oq,,2025-03
#Malibu 2,2.4L,"17,700$",2018,106.000,Benzin ,,Oq,Andijon,2025-03
#Captiva 2,2,"10,800$",2012,217.000,Benzin Propan  ,,Rasmda,Toshkent ,2025-03
#Gentra ,Avtomat,"11,800$",2020,74.000,Benzin + Metan ,,Oq,,2025-03
#Cobalt ,4,"10,000$",2019,126.000,Benzin + Gaz 4 pok ,,Oq,,2025-03
#Farreri,Gibrid,"4,000$",2024,2.500,Benzin + Electro ,,Qora,,2025-03
#Cobalt ,4,"12,400$",2024,340,Benzin ,,Oq,,2025-03
#Tracker 1,Premier,"13,500$",2019,110.000,Benzin + Propan ,,Qora,,2025-03
#Spark ,3,"5,600$",2015,285.000,Benzin + Metan ,,Oq,,2025-03
#Cobalt ,Ravon,"8,800$",2018,238.000,Benzin + Metan ,,Choco,,2025-03
#Epica ,3,"9,000$",2011,184.000,Benzin Gaz ,,Oq,Toshkent,2025-03
#Nexia 2,Luxe,,2009,486.000,Benzin metan ,50%,Oq,,2025-03
#Leapmotor C01 REEV ,Comfort,,2024,100,Gibrid Electro 216/900 km ,,Och,Toshkent,2025-03
#Damas ,D2,,2024,1.767,Benzin  ,,Smoke,Surxondaryo,2025-03
#Spark ,2,"7,000$",2020,94.000,Benzin ,,Mokriy,Toshkent,2025-03
#Tracker 1,Avtomat,"12,900$",2019,65.000,Benzin ,,Oq,,2025-03
#Lacetti ,1.8,,2010,470.000,Benzin metan ,20%,Oq,,2025-03
#Damas ,2,,2024,4.000,Benzin  ,,Oq,Andijon,2025-03
#Nexia 3,Mexanika,"6,700$",2017,120.000,Benzin + Gaz ,,Oq,,2025-03
#Cobalt ,2,,2014,356.000,Benzin metan ,30%,Mokriy,,2025-03
#Gentra,3,,2017,247.000,Benzin Gaz 4 pok  ,,Oq,Toshkent ,2025-03
#Cobalt ,4,"11,200$",2022,98.000,Benzin Metan 4 pok  ,,Oq,Toshkent ,2025-03
#Cobalt ,4,"11,500$",2024,12.000,Benzin ,,Oq,,2025-03
#Nexia 2,Lux,"6,300$",2014,282.779,Benzin Metan  ,,Rasmda,,2025-03
#Nexia 3,2,"10,100$",2021,37.000,Benzin ,,Oq,,2025-03
#Nexia 2,Pol,"4,000$",2009,280.000,Benzin ,,Rasmda,,2025-03
#Cobalt ,4,"12,400$",2025,0,Benzin ,,Oq,,2025-03
#Gentra,3,"11,000$",2020,94.100,Benzin ,,Oq,Toshkent ,2025-03
#Matiz,Best,"4,100$",2013,192.000,Benzin ,,Oq,,2025-03
#Spark,2,"7,300$",2019,91.000,Benzin ,,Oq,,2025-03
#Gentra,Mexanika,"9,500$",2016,211.393,Benzin Propan  ,,Oq,,2025-03
#Gentra,2,"13,600$",2023,10.300,Benzin Gaz zavod ,,Qora,Toshkent viloyati ,2025-03
#Mercedes Benz,Vito,"12,000$",2011,231.000,Dizel ,10%,Qaymoq,,2025-03
#Matiz,Best,"4,000$",2012,244.000,Benzin Metan  ,,Rasmda,,2025-03
#Spark,2,"6,400$",2015,162.000,Benzin  ,,Oq,,2025-03
#Gentra,3,"11,700$",2020,86.000,Benzin ,,Qora,Sirdayo ,2025-03
#Lacetti,Mexanika,"5,800$",2009,290.000,Benzin + Metan ,,Oq,,2025-03
#Cobalt ,4,"10,500$",2022,"110,000",Benzin metan 4 pok  ,,Gk,Qashqadaryo,2025-03
#Cobalt,4,"12,000$",2024,14.000,Benzin  ,,Qora,,2025-03
#Cobalt Ravon,4,"10,700$",2021,82.000,Benzin propan 4 pok ,,Oq,Farg'ona,2025-03
#Nexia 2,COHC,"5,800$",2010,83.622,Benzin ,,Rasmda,,2025-03
#Haval H2,H2,"17,000$",2021,160.000,Benzin propan ,,Qora,,2025-03
#Tracker 2,LTZ,"14,900$",2022,38.000,Benzin  ,,Oq,Namangan,2025-03
#Gentra ,1,"10,300$",2021,151.000,Benzin metan ,,Oq,,2025-03
#Damas ,2,"6,800$",2021,30.000,Benzin  ,,Oq,Qashqadaryo ,2025-03
#Lacetti,2,"10,500$",2013,97.000,Benzin ,,Oq,Toshkent ,2025-03
#Cobalt ,4,"12,600$",2025,,Benzin ,,Oq,Namangan,2025-03
#Lacetti 1.8L,2,"6,800$",2010,410.000,Benzin + Metan ,,Oq,Namangan,2025-03
#Matiz,Best,"2,700$",2009,245.000,Benzin + Metan ,,Rasmda,,2025-03
#Gentra ,Avtomat,"12,100$",2020,26.000,Benzin ,,Oq,Toshkent,2025-03
#Onix,4,"13,300$",2023,120,Benzin ,,Oq,,2025-03
#Cobalt ,1,"8,500$",2018,231.000,Benzin + Metan ,,Oq,,2025-03
#Matiz Best ,H9,"6,500$",2015,70.000,Benzin ,,Oq,Farg'ona,2025-03
#Damas ,D2,"7,950$",2024,2.241,Benzin ,,Oq,Surxondaryo,2025-03
#Tracker 1,Avtomat,"13,200$",2019,65.000,Benzin ,,Oq,,2025-03
#Cobalt ,GX-MIDNIGHT,"12,800$",2025,1.800,Benzin ,,Oq,Toshkent,2025-03
#Spark ,4,"7,900$",2020,56.000,Benzin  ,,Oq,,2025-03
#Nexia 2,Gibrid,"6,100$",2014,175.000,Benzin Gaz 100L ,,Rasmda,Sirdayo ,2025-03
#Cobalt ,4,"12,500$",2025,1.800,Benzin ,,Oq,Toshkent,2025-03
#Gentra ,2,"9,800$",2020,70.000,Benzin + Propan 4 pok ,,Oq,,2025-03
#Malibu 1,2,"13,000$",2014,257.000,Benzin + Metan ,,Oq,,2025-03
#Tracker 2,LS,"15,400$",2023,8.000,Benzin ,,Qora,,2025-03
#Gentra ,3,"12,500$",2021,108.000,Benzin + Propan ,,Oq,,2025-03
#Gentra ,1,"10,200$",2020,56.000,Benzin ,,Oq,,2025-03
#Kia Carnival ,GLX,"10,500$",2007,349.000,Dizel ,,Oq,,2025-03
#VOLVO Polestar 2,Full,"19,500$",2021,1.000,Electro ,,Qora,,2025-03
#Gentra ,3,,2020,118.000,Benzin  ,,Oq,Andijon ❌Barter yo'q faqat naqdga,2025-03
#Nexia 3,Mexanika,"8,300$",2018,143.000,Benzin + Gaz ,,Rasmda,,2025-03
#Damas ,2,,2024,8.000,Benzin Gaz ,,Oq,Toshkent,2025-03
#Cobalt srochna,4,,2025,6.000,Benzin  ,,Oq,Andijon,2025-03
#Mercedes Benz Gle 400e 4 matic,Plug,"105,000$",2023,22.000,Benzin ,,Qora,Toshkent,2025-03
#Nexia 3,4,"11,000$",2022,43.000,Benzin + Propan 4 pok ,,Gk2,,2025-03
#Spark ,3,"6,100$",2015,93.000,Benzin ,,Delfin,,2025-03
#Landian E3 ,Full,"17,500$",2024,0,Electro ,,Oq,,2025-03
#Nexia 2,1,"5,000$",2012,193.000,Benzin + Metan ,,Oq,,2025-03
#Tracker 2,LS,"15,000$",2023,33.000,Benzin ,,Qora,,2025-03
#Nexia 3,Mexanika,"8,100$",2017,94.650,Benzin ,,Oq,,2025-03
#Equinox,Full,"22,600$",2022,77.000,Benzin + Propan ,,Qora,,2025-03
#Nexia 3,4,"11,000$",2022,25.000,Benzin + Propan ,,Oq,,2025-03
#Lada Vesta Cross,Full,"13,500$",2022,37.000,Benzin + Metan ,,Rasmda,,2025-03
#Spark ,4,"10,200$",2022,16.000,Benzin ,,Oq,,2025-03
#Gentra ,3,"14,000$",2023,25.900,Benzin + Propan ,,Kinda,Farg'ona,2025-03
#Lada Xray Cross,6,"10,250$",2021,185.000,Benzin + Metan 4 pok ,,Oq,Namangan,2025-03
#Malibu 2,2.4L,"23,200$",2018,38.000,Benzin ,,Qora,,2025-03
#Nexia 3,2,"7,300$",2017,116.000,Benzin + Gaz ,,Oq,,2025-03
#Cobalt ,2,"7,200$",2015,260.000,Benzin + Gaz ,,Oq,,2025-03
#Damas ,2,"7,000$",2024,550,Benzin ,,Oq,,2025-03
#Cobalt ,4,"11,500$",2021,94.000,Benzin + Propan ,,Oq,,2025-03
#Hyundai ,Accent,"9,600$",2012,110.000,Benzin ,5%,Stalnoy,,2025-03
#Monza 1.3 turbo,Full,"17,000$",2022,28.000,Benzin ,,Mokriy,,2025-03
#Cobalt ,4,"10,000$",2019,78.300,Benzin ,,Oq,,2025-03
#Faw t80 Actis ,2,"10,500$",2023,28.000,Benzin ,,Oq,,2025-03
#Malibu 2,2.4,"22,800$",2018,73.418,Benzin ,,Qora,,2025-03
#Cobalt ,4,"10,900$",2021,34.000,Benzin ,,Oq,,2025-03
#Cobalt ,4,"10,700$",2021,60.000,Benzin + Metan Gaz 4 pok ,,Oq,,2025-03
#Gentra,3,"13,900$",2022,40.000,Benzin + Metan 4 pok ,,Oq,Farg'ona,2025-03
#Damas ,2,"6,800$",2024,7.000,Benzin ,,Oq,Farg'ona,2025-03
#Nexia 3,4,"9,000$",2019,85.000,Benzin + Metan 4 pok ,,Oq,Farg'ona,2025-03
#Kia Sonet,3,"18,000$",2024,20.500,Benzin ,,Qora,,2025-03
#Cobalt ,4,"11,000$",2021,211.000,Benzin + Metan ,,Oq,Andijon,2025-03
#Gentra ,1,,2019,144.000,Benzin metan ,,Oq,Surxondaryo,2025-03
#Damas ,2,,2024,11.000,Benzin Metan ,,Qaymoq,Toshkent,2025-03
#Gentra ,3,,2017,148.000,Benzin  ,,Oq,Toshkent,2025-03
#Cobalt,4,"10,200$",2020,92.000,Benzin propan 4 pok  ,,Oq,,2025-03
#Spark,4,"10,000$",2021,121.000,Benzin propan 4 pok  ,,Oq,Farg'ona,2025-03
#Gentra ,3,"12,400$",2020,64.000,Benzin Gaz  ,,Oq,Qashqadaryo,2025-03
#Gentra,2,"11,500$",2022,19.400,Benzin metan 4 pok  ,,Mokriy,Qashqadaryo,2025-03
#Epica ,Mexanika,"7,000$",2009,202.292,Benzin Gaz  ,,Qora,,2025-03
#Nexia 3,2,"7,900$",2017,142.000,Benzin Gaz  ,,Mokriy,,2025-03
#Malibu 2,Premier,"23,000$",2020,62.000,Benzin  ,,Qora,Andijon,2025-03
#Cobalt,2,"8,600$",2014,105.000,Benzin  ,,Mokriy,,2025-03
#Nexia 3,2,"8,300$",2020,51.000,Benzin  ,,Oq,,2025-03
#Captiva 2,2,"10,500$",2012,184.000,Benzin  ,,Oq,,2025-03
#Damas,2,"7,100$",2023,90,Benzin  ,,Oq,,2025-03
#Cobalt ,4,"12,500$",2025,0,Benzin ,,Oq,,2025-03
#Dongfeng Nami box,1,"10,200$",2022,6.000,Electro ,,Oq,,2025-03
#Nexia 3,2,"8,400$",2020,89.000,Benzin + Gaz 4 pok ,,Qora,,2025-03
#Nexia 2,2,"5,600$",2013,118.000,Benzin ,,Oq,,2025-03
#Cobalt ,Midnight,"12,550$",2025,,Benzin ,,Oq,Farg'ona,2025-03
#Spark ,4,,2021,32.000,Benzin ,,Oq,Toshkent,2025-03
#Volkswagen Transporter,3,"12,000$",2012,355.000,Dizel ,,Oq,,2025-03
#Matiz,2,"3,300$",2008,175.000,Benzin + Propan ,,Oq,,2025-03
#Spark ,1,"5,300$",2013,340.000,Benzin ,,Qora,,2025-03
#Onix,"6,","14,800$",2024,9.000,Benzin ,,Qora,,2025-03
#Hyundai Tucson,Full,"23,000$",2021,60.000,Benzin + Propan 4 pok ,,Siniy,,2025-03
#Gentra ,3,"13,500$",2023,35.000,Benzin + Propan 4 pok ,,Qora,Andijon,2025-03
#Cobalt ,4,"10,500$",2020,71.000,Benzin ,,Temnokorechneviy,,2025-03
#Damas ,2,"7,455$",2024,310,Benzin ,,Oq,,2025-03
#Gentra ,2,"7,700$",2014,185.000,Benzin + Metan 4 pok ,,Mokriy,,2025-03
#Tracker 2,Premier,"17,500$",2023,22.162,Benzin ,,Qora,Toshkent,2025-03
#Spark ,2,"7,500$",2020,94.000,Benzin ,,Mokriy,Toshkent,2025-03
#Gentra ,Avtomat,"14,500$",2023,22.500,Benzin + Gaz 4 pok ,,Rasmda,Toshkent,2025-03
#Tracker 2,Full,"16,500$",2022,18.000,Benzin ,,Qora,,2025-03
#Cobalt ,4,"11,750$",2024,24.000,Benzin + Metan ,,Oq,Namangan,2025-03
#Matiz,Mexanika,"3,500$",2010,396.111,Benzin ,,Oq,,2025-03
#Cobalt ,4,"11,500$",2022,47.000,Benzin + Metan 4 pok ,,Oq,,2025-03
#Onix,3,"11,500$",2023,14.600,Benzin ,,Qora,,2025-03
#Tracker 1,1,"11,600$",2019,87.000,Benzin ,,Oq,Namangan,2025-03
#Damas ,2,,2022,116.000,Benzin gaz ,,Oq,Toshkent,2025-03
#Icar eq 03 4WD,4406x1910x1715,,2024,10.000,Electro  (NEDC) - 501 км ,,Seriy,Toshkent,2025-03
#Captiva 3,3,,2014,105.000,Benzin Propan ,,Oq,Namangan,2025-03
#Tracker ,Premier,,2019,116.500,Benzin Propan ,,Oq,Navoiy,2025-03
#Nexia 3,4,,2020,30.000,Benzin ,,Mokriy,Toshkent,2025-03
#Cobalt Faqat naqdga,2,,2021,25.000,Benzin  propan ,,Oq,Namangan,2025-03
#Jetaur x70,Full,,2023,33.000,Benzin  ,,Qora,Toshkent,2025-03
#Cobalt ,4,"12,650$",2024,670,Benzin + Metan 4 pok ,,Oq,,2025-03
#Matiz Best,4,"3,950$",2012,303.000,Benzin + Gaz ,,Kulrang,,2025-03
#Spark ,Avtomat,"8,600$",2021,122.000,Benzin ,,Oq,,2025-03
#Onix,Premier,"13,200$",2023,19.500,Benzin ,,Qora,,2025-03
#Lada Vesta ,SW,"10,800$",2019,81.000,Benzin + Propan 4 pok ,,Qora,,2025-03
#Cobalt ,Style,"12,200$",2024,,Benzin ,,Qora,Toshkent,2025-03
#Cobalt ,Style,"12,200$",2024,,Benzin ,,Oq,Toshkent,2025-03
#Cobalt ,Style,"11,800$",2024,,Benzin ,,Oq,Toshkent,2025-03
#Tracker 2 ,Premier,"16,300$",2022,23.000,Benzin metan ,,Qora,,2025-03
#Matiz,MX,"3,500$",2007,291.000,Benzin + Metan ,,Oq,,2025-03
#Nexia 3,4,"10,300$",2021,30.000,Benzin ,,Mokriy,Toshkent,2025-03
#Captiva 3,Plus,"14,500$",2015,145.000,Benzin + Metan ,,Rasmda,,2025-03
#Bestune T55,Turbo,"17,700$",2023,51.000,Benzin + Propan ,,Qora,,2025-03
#Nexia 2,Super,"5,600$",2010,57.000,Benzin ,,Stalnoy,,2025-03
#Cobalt ,4,"12,500$",2024,12.000,Benzin + Propan 4 pok ,,Oq,Toshkent viloyati,2025-03
#Cobalt ,4,"12,500$",2025,0,Benzin ,,Oq,,2025-03
#Kia Sportage,2,"27,000$",2023,25.000,Benzin ,,Oq,,2025-03
#Cobalt ,4,"10,100$",2019,83.000,Benzin ,,Oq,Toshkent,2025-03
#Spark ,1,"5,200$",2015,118.000,Benzin + Metan Gaz4 pok ,,Oq,,2025-03
#Onix,7,,2024,34.000,Benzin  ,,Qora,Toshkent,2025-03
#Lacetti,Mexanika,"5,800$",2009,290.000,Benzin + Metan ,,Oq,,2025-03
#Gentra ,Elegant,"12,750$",2021,64.000,Benzin + Metan 4 pok ,,Qora,Toshkent ,2025-03
#Lacetti 1.8L,2,"6,800$",2010,410.000,Benzin + Metan ,,Oq,Namangan,2025-03
#Tracker 1,Premier,"15,300$",2019,39.000,Benzin  ,,Oq,,2025-03
#Cobalt ,Mexanika,"9,700$",2020,90.000,Benzin Gaz  ,,GK,,2025-03
#Labo,1,"7,600$",2022,65.000,Benzin metan ,3%,Oq,,2025-03
#Cobalt,4,"10,500$",2020,180.000,Benzin metan 4 pok  ,,Oq,Toshkent ,2025-03
